lat1,lat2,lon1,lon2,delay,num,auc,tpr,fpr,index
41.7575,41.7597,-87.612,-87.61,12,85,0.893088,0.714286,0.220588,D_185
41.7575,41.7597,-87.608,-87.606,4,95,0.849222,0.76,0.185185,D_186
41.7575,41.7597,-87.606,-87.604,10,90,1.00084,1,0,D_187
41.7575,41.7597,-87.592,-87.59,8,90,0.8787,0.866667,0.151515,D_188
41.7575,41.7597,-87.588,-87.586,12,95,0.808438,0.612903,0.268293,D_189
41.6877,41.69,-87.622,-87.62,6,80,0.879617,0.789474,0.153846,D_19
41.7575,41.7597,-87.586,-87.584,8,100,0.831871,0.64,0.25,D_190
41.7575,41.7597,-87.58,-87.578,6,95,0.924736,0.875,0.0843373,D_191
41.7575,41.7597,-87.568,-87.566,8,90,0.747795,0.538462,0.422535,D_192
41.7575,41.7597,-87.566,-87.564,6,100,0.88189,0.772727,0.12069,D_193
41.7575,41.7597,-87.564,-87.562,8,90,0.929456,0.829268,0.115385,D_194
41.7575,41.7597,-87.562,-87.56,20,90,0.855329,0.708333,0.218182,D_195
41.7575,41.7597,-87.56,-87.558,6,95,0.831986,0.611111,0.213115,D_196
41.7575,41.7597,-87.558,-87.556,8,95,1,1,0,D_197
41.7575,41.7597,-87.556,-87.554,4,95,0.857385,0.8125,0.166667,D_198
41.7597,41.762,-87.664,-87.662,10,80,0.814716,0.75,0.28125,D_199
41.6562,41.6585,-87.616,-87.614,18,80,0.908244,0.774194,0.142857,D_2
41.6877,41.69,-87.62,-87.618,10,85,0.871038,0.857143,0.173913,D_20
41.7597,41.762,-87.646,-87.644,14,90,0.95318,0.884615,0.037037,D_200
41.7597,41.762,-87.592,-87.59,4,80,0.891174,0.722222,0.234375,D_201
41.7597,41.762,-87.578,-87.576,8,100,0.837912,0.681818,0.254545,D_202
41.7597,41.762,-87.566,-87.564,20,85,0.887133,0.782609,0.175439,D_203
41.7597,41.762,-87.564,-87.562,6,95,0.86897,0.692308,0.253333,D_204
41.7597,41.762,-87.56,-87.558,20,90,0.827965,0.608696,0.25,D_205
41.7597,41.762,-87.558,-87.556,12,90,0.864055,0.655172,0.208333,D_206
41.762,41.7642,-87.69,-87.688,4,85,0.911058,0.842105,0.112903,D_207
41.762,41.7642,-87.686,-87.684,10,85,0.905165,0.837838,0.121951,D_208
41.762,41.7642,-87.684,-87.682,20,85,0.848881,0.733333,0.217391,D_209
41.6877,41.69,-87.538,-87.536,18,100,0.832023,0.8125,0.166667,D_21
41.762,41.7642,-87.674,-87.672,6,95,0.898691,0.727273,0.205128,D_210
41.762,41.7642,-87.668,-87.666,6,80,0.931294,0.909091,0.0645161,D_211
41.762,41.7642,-87.664,-87.662,4,95,0.855994,0.733333,0.202899,D_212
41.762,41.7642,-87.656,-87.654,6,95,0.864721,0.8,0.163636,D_213
41.762,41.7642,-87.646,-87.644,16,100,0.87774,0.833333,0.159091,D_214
41.762,41.7642,-87.642,-87.64,20,85,0.880592,0.826087,0.15,D_215
41.762,41.7642,-87.588,-87.586,6,85,0.872774,0.724138,0.22,D_216
41.762,41.7642,-87.58,-87.578,20,80,0.870321,0.809524,0.148148,D_217
41.762,41.7642,-87.578,-87.576,16,95,0.862283,0.777778,0.192308,D_218
41.762,41.7642,-87.568,-87.566,10,100,0.853752,0.8,0.138462,D_219
41.69,41.6922,-87.666,-87.664,10,85,0.874405,0.857143,0.0877193,D_22
41.762,41.7642,-87.566,-87.564,4,90,0.813073,0.724138,0.214286,D_220
41.762,41.7642,-87.564,-87.562,16,80,0.863241,0.866667,0.191176,D_221
41.762,41.7642,-87.562,-87.56,14,85,0.841621,0.777778,0.164179,D_222
41.7642,41.7665,-87.724,-87.722,16,85,0.923498,0.846154,0.0819672,D_223
41.7642,41.7665,-87.69,-87.688,10,100,0.853387,0.782609,0.150943,D_224
41.7642,41.7665,-87.686,-87.684,6,80,0.870282,0.833333,0.145161,D_225
41.7642,41.7665,-87.674,-87.672,14,80,0.920502,0.8,0.15625,D_226
41.7642,41.7665,-87.664,-87.662,6,80,0.86251,0.761905,0.173913,D_227
41.7642,41.7665,-87.658,-87.656,8,95,0.788575,0.684211,0.328125,D_228
41.7642,41.7665,-87.656,-87.654,8,80,1,1,0,D_229
41.69,41.6922,-87.622,-87.62,20,100,0.822664,0.684211,0.233333,D_23
41.7642,41.7665,-87.652,-87.65,6,100,0.824919,0.571429,0.315789,D_230
41.7642,41.7665,-87.65,-87.648,8,100,0.897343,0.935484,0.113636,D_231
41.7642,41.7665,-87.646,-87.644,16,90,0.80999,0.607143,0.266667,D_232
41.7642,41.7665,-87.644,-87.642,6,95,0.852877,0.875,0.176471,D_233
41.7642,41.7665,-87.642,-87.64,16,80,0.823707,0.7,0.225,D_234
41.7642,41.7665,-87.636,-87.634,14,100,0.825523,0.588235,0.227273,D_235
41.7642,41.7665,-87.63,-87.628,4,80,0.864956,0.73913,0.24,D_236
41.7642,41.7665,-87.628,-87.626,4,80,0.859794,0.818182,0.175439,D_237
41.7642,41.7665,-87.626,-87.624,10,100,0.893753,0.783784,0.0789474,D_238
41.7642,41.7665,-87.622,-87.62,4,95,0.809582,0.684211,0.25,D_239
41.69,41.6922,-87.62,-87.618,14,85,0.869401,0.866667,0.181818,D_24
41.7642,41.7665,-87.616,-87.614,6,100,0.857082,0.757576,0.170732,D_240
41.7642,41.7665,-87.612,-87.61,4,80,0.830732,0.714286,0.214286,D_241
41.7642,41.7665,-87.586,-87.584,18,85,0.822489,0.583333,0.283019,D_242
41.7642,41.7665,-87.584,-87.582,8,85,0.891048,0.869565,0.157895,D_243
41.7642,41.7665,-87.582,-87.58,14,85,0.923007,0.757576,0.176471,D_244
41.7642,41.7665,-87.58,-87.578,10,100,0.86157,0.741935,0.204545,D_245
41.7642,41.7665,-87.578,-87.576,6,80,0.880588,0.8,0.173913,D_246
41.7642,41.7665,-87.576,-87.574,4,100,0.758801,0.652174,0.32,D_247
41.7642,41.7665,-87.574,-87.572,4,80,0.939533,0.914286,0.102564,D_248
41.7642,41.7665,-87.564,-87.562,8,85,0.87031,0.8,0.163934,D_249
41.69,41.6922,-87.614,-87.612,4,90,0.84017,0.681818,0.254545,D_25
41.7642,41.7665,-87.562,-87.56,18,90,0.899232,0.857143,0.178571,D_250
41.7665,41.7687,-87.69,-87.688,16,100,0.865026,0.8125,0.19403,D_251
41.7665,41.7687,-87.686,-87.684,6,90,0.892407,0.809524,0.131148,D_252
41.7665,41.7687,-87.684,-87.682,18,90,0.808618,0.529412,0.269841,D_253
41.7665,41.7687,-87.676,-87.674,14,85,0.894591,0.75,0.207547,D_254
41.7665,41.7687,-87.664,-87.662,8,85,0.88036,0.794872,0.111111,D_255
41.7665,41.7687,-87.662,-87.66,6,80,0.851755,0.857143,0.166667,D_256
41.7665,41.7687,-87.656,-87.654,14,100,0.862248,0.916667,0.183099,D_257
41.7665,41.7687,-87.65,-87.648,14,80,0.819015,0.647059,0.290323,D_258
41.7665,41.7687,-87.646,-87.644,16,100,0.847523,0.758621,0.190476,D_259
41.6922,41.6945,-87.628,-87.626,4,95,0.830461,0.678571,0.255319,D_26
41.7665,41.7687,-87.638,-87.636,16,85,0.87093,0.84375,0.155556,D_260
41.7665,41.7687,-87.63,-87.628,10,90,0.882298,0.681818,0.222222,D_261
41.7665,41.7687,-87.622,-87.62,6,90,0.848736,0.677419,0.263158,D_262
41.7665,41.7687,-87.616,-87.614,18,100,0.844191,0.727273,0.232143,D_263
41.7665,41.7687,-87.592,-87.59,10,95,0.850626,0.833333,0.150685,D_264
41.7665,41.7687,-87.586,-87.584,10,85,0.853184,0.8,0.188406,D_265
41.7665,41.7687,-87.578,-87.576,14,80,0.838826,0.833333,0.163265,D_266
41.7665,41.7687,-87.576,-87.574,4,80,0.894757,0.833333,0.117647,D_267
41.7665,41.7687,-87.574,-87.572,16,90,0.896373,0.853659,0.115385,D_268
41.7665,41.7687,-87.572,-87.57,14,90,0.818286,0.727273,0.211538,D_269
41.6922,41.6945,-87.626,-87.624,20,90,0.897718,0.8,0.169811,D_27
41.7665,41.7687,-87.57,-87.568,20,85,0.843938,0.681818,0.245283,D_270
41.7687,41.771,-87.686,-87.684,8,95,1,1,0,D_271
41.7687,41.771,-87.684,-87.682,4,100,0.909802,0.933333,0.144928,D_272
41.7687,41.771,-87.664,-87.662,6,95,0.883216,0.833333,0.177419,D_273
41.7687,41.771,-87.662,-87.66,12,80,0.852586,0.6,0.25974,D_274
41.7687,41.771,-87.658,-87.656,12,90,0.900215,0.785714,0.142857,D_275
41.7687,41.771,-87.65,-87.648,20,85,0.845176,0.666667,0.233333,D_276
41.7687,41.771,-87.646,-87.644,16,100,0.801626,0.571429,0.25,D_277
41.7687,41.771,-87.638,-87.636,8,95,0.915687,0.851852,0.0833333,D_278
41.7687,41.771,-87.63,-87.628,4,85,0.887176,0.8125,0.15,D_279
41.6922,41.6945,-87.624,-87.622,8,85,0.830965,0.545455,0.293333,D_28
41.7687,41.771,-87.626,-87.624,18,80,0.895375,0.928571,0.15942,D_280
41.7687,41.771,-87.622,-87.62,20,95,0.874697,0.761905,0.148148,D_281
41.7687,41.771,-87.62,-87.618,8,100,0.893083,0.761905,0.160714,D_282
41.7687,41.771,-87.61,-87.608,18,100,0.970745,0.941176,0.101449,D_283
41.7687,41.771,-87.592,-87.59,8,100,0.865514,0.741935,0.2,D_284
41.7687,41.771,-87.586,-87.584,4,100,0.827456,0.588235,0.305556,D_285
41.7687,41.771,-87.584,-87.582,20,80,0.842637,0.714286,0.217391,D_286
41.7687,41.771,-87.578,-87.576,4,85,0.867675,0.8125,0.190476,D_287
41.7687,41.771,-87.574,-87.572,12,95,0.741364,0.36,0.301887,D_288
41.7687,41.771,-87.572,-87.57,10,85,0.822974,0.625,0.27451,D_289
41.6922,41.6945,-87.622,-87.62,18,85,0.926958,0.885714,0.0731707,D_29
41.7687,41.771,-87.57,-87.568,4,90,0.786071,0.59375,0.391304,D_290
41.771,41.7732,-87.704,-87.702,16,95,0.795282,0.52381,0.310345,D_291
41.771,41.7732,-87.694,-87.692,16,85,0.857741,0.818182,0.175676,D_292
41.771,41.7732,-87.686,-87.684,18,100,0.903816,0.863636,0.113208,D_293
41.771,41.7732,-87.684,-87.682,10,80,0.881276,0.9,0.139535,D_294
41.771,41.7732,-87.682,-87.68,16,100,0.879668,0.8,0.19697,D_295
41.771,41.7732,-87.674,-87.672,12,85,0.885185,0.772727,0.08,D_296
41.771,41.7732,-87.672,-87.67,6,85,0.897551,0.84,0.122449,D_297
41.771,41.7732,-87.666,-87.664,6,85,0.860929,0.8125,0.179487,D_298
41.771,41.7732,-87.662,-87.66,20,80,0.789383,0.611111,0.225806,D_299
41.6562,41.6585,-87.606,-87.604,18,80,0.839145,0.621622,0.352941,D_3
41.6922,41.6945,-87.614,-87.612,18,100,0.858013,0.783784,0.178571,D_30
41.771,41.7732,-87.65,-87.648,20,100,0.859855,0.857143,0.150943,D_300
41.771,41.7732,-87.646,-87.644,12,100,0.950435,0.886792,0,D_301
41.771,41.7732,-87.622,-87.62,18,80,0.849572,0.764706,0.19697,D_302
41.771,41.7732,-87.612,-87.61,4,90,0.957472,1,0.0714286,D_303
41.771,41.7732,-87.61,-87.608,20,85,0.849601,0.75,0.2875,D_304
41.771,41.7732,-87.592,-87.59,4,80,0.796019,0.631579,0.258065,D_305
41.771,41.7732,-87.59,-87.588,6,85,0.858083,0.818182,0.186667,D_306
41.771,41.7732,-87.588,-87.586,12,95,0.87264,0.8,0.155556,D_307
41.771,41.7732,-87.584,-87.582,4,80,0.873212,0.833333,0.151515,D_308
41.771,41.7732,-87.578,-87.576,16,80,0.873791,0.826087,0.176471,D_309
41.6922,41.6945,-87.606,-87.604,10,100,0.817677,0.5625,0.214286,D_31
41.771,41.7732,-87.576,-87.574,12,95,0.855421,0.685714,0.216216,D_310
41.771,41.7732,-87.574,-87.572,12,90,0.79511,0.677419,0.3,D_311
41.771,41.7732,-87.572,-87.57,8,95,0.855183,0.75,0.2,D_312
41.7732,41.7755,-87.704,-87.702,20,100,0.827554,0.75,0.25,D_313
41.7732,41.7755,-87.694,-87.692,4,95,0.823845,0.666667,0.241379,D_314
41.7732,41.7755,-87.686,-87.684,18,100,0.832108,0.722222,0.223881,D_315
41.7732,41.7755,-87.684,-87.682,4,85,0.862088,0.703704,0.282609,D_316
41.7732,41.7755,-87.674,-87.672,10,95,0.809511,0.619048,0.359375,D_317
41.7732,41.7755,-87.672,-87.67,14,90,0.906297,0.85,0.193548,D_318
41.7732,41.7755,-87.67,-87.668,16,95,0.790769,0.5,0.313433,D_319
41.6945,41.6967,-87.628,-87.626,20,100,0.737765,0.642857,0.413043,D_32
41.7732,41.7755,-87.668,-87.666,10,85,0.864801,0.761905,0.150943,D_320
41.7732,41.7755,-87.666,-87.664,16,85,0.821356,0.608696,0.313725,D_321
41.7732,41.7755,-87.662,-87.66,20,90,0.885403,0.903226,0.162791,D_322
41.7732,41.7755,-87.65,-87.648,4,90,0.826737,0.565217,0.27451,D_323
41.7732,41.7755,-87.646,-87.644,18,90,0.788483,0.56,0.351852,D_324
41.7732,41.7755,-87.642,-87.64,18,85,0.835999,0.772727,0.181818,D_325
41.7732,41.7755,-87.616,-87.614,10,85,0.842452,0.62963,0.24,D_326
41.7732,41.7755,-87.612,-87.61,18,100,0.926841,0.833333,0.145833,D_327
41.7732,41.7755,-87.61,-87.608,4,85,0.844526,0.789474,0.15873,D_328
41.7732,41.7755,-87.606,-87.604,4,80,0.818839,0.625,0.296296,D_329
41.6945,41.6967,-87.614,-87.612,4,95,0.828342,0.7,0.241935,D_33
41.7732,41.7755,-87.604,-87.602,10,95,0.775033,0.333333,0.34375,D_330
41.7732,41.7755,-87.588,-87.586,8,90,0.865581,0.75,0.212121,D_331
41.7755,41.7777,-87.704,-87.702,20,90,0.846871,0.681818,0.206349,D_332
41.7755,41.7777,-87.694,-87.692,20,90,0.895546,0.941176,0.16129,D_333
41.7755,41.7777,-87.69,-87.688,20,100,0.806037,0.8,0.180556,D_334
41.7755,41.7777,-87.688,-87.686,12,95,0.876989,0.909091,0.140351,D_335
41.7755,41.7777,-87.674,-87.672,4,80,0.866571,0.764706,0.147541,D_336
41.7755,41.7777,-87.672,-87.67,4,85,0.884276,0.8,0.186441,D_337
41.7755,41.7777,-87.666,-87.664,14,90,0.880095,0.782609,0.133333,D_338
41.7755,41.7777,-87.662,-87.66,6,90,0.761926,0.535714,0.395833,D_339
41.6967,41.699,-87.63,-87.628,6,90,0.810395,0.619048,0.283019,D_34
41.7755,41.7777,-87.65,-87.648,6,80,0.76916,0.64,0.375,D_340
41.7755,41.7777,-87.646,-87.644,18,100,0.841027,0.5,0.239437,D_341
41.7755,41.7777,-87.642,-87.64,20,95,0.844761,0.714286,0.216667,D_342
41.7755,41.7777,-87.616,-87.614,14,100,0.934455,0.839286,0.1,D_343
41.7755,41.7777,-87.612,-87.61,18,95,0.858196,0.714286,0.2,D_344
41.7755,41.7777,-87.61,-87.608,14,85,0.8918,0.823529,0.0952381,D_345
41.7755,41.7777,-87.606,-87.604,4,100,0.959442,0.971429,0.0238095,D_346
41.7777,41.78,-87.704,-87.702,20,90,0.833183,0.68,0.255319,D_347
41.7777,41.78,-87.702,-87.7,10,95,0.888761,0.842105,0.109375,D_348
41.7777,41.78,-87.7,-87.698,16,80,0.851867,0.807692,0.173913,D_349
41.699,41.7012,-87.644,-87.642,6,95,0.871929,0.8,0.179104,D_35
41.7777,41.78,-87.698,-87.696,18,95,0.85932,0.666667,0.216667,D_350
41.7777,41.78,-87.696,-87.694,12,95,0.992415,0.916667,0.0357143,D_351
41.7777,41.78,-87.694,-87.692,14,95,0.842449,0.756098,0.176471,D_352
41.7777,41.78,-87.69,-87.688,8,80,0.860114,0.771429,0.192308,D_353
41.7777,41.78,-87.688,-87.686,10,80,0.903678,0.758621,0.125,D_354
41.7777,41.78,-87.686,-87.684,4,85,0.904125,0.823529,0.105263,D_355
41.7777,41.78,-87.684,-87.682,20,80,0.902951,0.875,0.132353,D_356
41.7777,41.78,-87.676,-87.674,6,80,0.820634,0.724138,0.27907,D_357
41.7777,41.78,-87.674,-87.672,10,95,0.72672,0.4,0.327586,D_358
41.7777,41.78,-87.672,-87.67,6,90,0.747782,0.333333,0.261905,D_359
41.699,41.7012,-87.63,-87.628,6,90,0.786189,0.5,0.311475,D_36
41.7777,41.78,-87.666,-87.664,20,80,0.887219,0.868421,0.171429,D_360
41.7777,41.78,-87.662,-87.66,14,95,0.845758,0.740741,0.219512,D_361
41.7777,41.78,-87.656,-87.654,14,80,0.857112,0.733333,0.210526,D_362
41.7777,41.78,-87.654,-87.652,4,90,0.88208,0.777778,0.130435,D_363
41.7777,41.78,-87.652,-87.65,12,100,0.844933,0.588235,0.276923,D_364
41.7777,41.78,-87.646,-87.644,18,80,0.812044,0.612903,0.275,D_365
41.7777,41.78,-87.642,-87.64,20,100,0.876538,0.904762,0.131148,D_366
41.7777,41.78,-87.634,-87.632,8,95,0.877008,0.761905,0.192308,D_367
41.7777,41.78,-87.632,-87.63,12,85,0.817232,0.571429,0.242424,D_368
41.699,41.7012,-87.624,-87.622,6,85,0.918329,0.904762,0.125,D_37
41.7777,41.78,-87.614,-87.612,8,90,0.826294,0.761905,0.189655,D_370
41.7777,41.78,-87.612,-87.61,10,95,0.860448,0.692308,0.205128,D_371
41.7777,41.78,-87.61,-87.608,20,100,0.857372,0.6875,0.202899,D_372
41.7777,41.78,-87.606,-87.604,18,90,0.927199,0.78,0.181818,D_373
41.7777,41.78,-87.602,-87.6,12,80,0.824239,0.675,0.285714,D_374
41.7777,41.78,-87.588,-87.586,18,85,0.897533,0.833333,0.0980392,D_375
41.78,41.7822,-87.7,-87.698,20,85,0.771658,0.538462,0.395349,D_376
41.78,41.7822,-87.696,-87.694,4,80,0.877888,0.842105,0.166667,D_377
41.78,41.7822,-87.694,-87.692,12,80,0.852097,0.71875,0.23913,D_378
41.78,41.7822,-87.69,-87.688,6,100,0.760982,0.526316,0.354839,D_379
41.699,41.7012,-87.608,-87.606,8,90,0.889735,0.705882,0.208955,D_38
41.78,41.7822,-87.688,-87.686,10,90,0.833059,0.692308,0.235294,D_380
41.78,41.7822,-87.686,-87.684,4,80,0.892724,0.757576,0.15,D_381
41.78,41.7822,-87.684,-87.682,10,80,0.873277,0.818182,0.189189,D_382
41.78,41.7822,-87.666,-87.664,10,95,0.805647,0.710526,0.310345,D_383
41.78,41.7822,-87.622,-87.62,6,100,0.776077,0.517241,0.3,D_384
41.78,41.7822,-87.618,-87.616,14,100,0.88163,0.777778,0.197531,D_385
41.78,41.7822,-87.616,-87.614,8,95,1,1,0,D_386
41.78,41.7822,-87.614,-87.612,4,100,0.786066,0.470588,0.383333,D_387
41.78,41.7822,-87.612,-87.61,8,100,0.81581,0.625,0.215385,D_388
41.78,41.7822,-87.61,-87.608,4,90,0.808016,0.5,0.234375,D_389
41.7012,41.7035,-87.63,-87.628,6,80,0.789887,0.545455,0.264151,D_39
41.78,41.7822,-87.608,-87.606,4,85,0.925123,1,0.0987654,D_390
41.78,41.7822,-87.606,-87.604,6,100,0.895905,0.826087,0.183333,D_391
41.78,41.7822,-87.588,-87.586,10,80,0.922055,0.897436,0.113636,D_392
41.7822,41.7845,-87.704,-87.702,10,95,0.853323,0.866667,0.188406,D_393
41.7822,41.7845,-87.69,-87.688,20,90,0.733233,0.458333,0.326531,D_394
41.7822,41.7845,-87.684,-87.682,20,85,0.893853,0.888889,0.128205,D_395
41.7822,41.7845,-87.672,-87.67,10,95,0.799513,0.666667,0.272727,D_396
41.7822,41.7845,-87.668,-87.666,18,80,0.836575,0.6,0.253521,D_397
41.7822,41.7845,-87.666,-87.664,12,85,0.804918,0.6,0.340909,D_398
41.7822,41.7845,-87.662,-87.66,10,95,0.775893,0.64,0.28,D_399
41.6562,41.6585,-87.604,-87.602,20,95,0.818286,0.636364,0.230769,D_4
41.7012,41.7035,-87.626,-87.624,12,100,0.822127,0.5625,0.25,D_40
41.7822,41.7845,-87.656,-87.654,16,85,0.861825,0.6875,0.323077,D_400
41.7822,41.7845,-87.654,-87.652,12,95,0.832777,0.736842,0.245902,D_401
41.7822,41.7845,-87.65,-87.648,20,100,0.784742,0.647059,0.333333,D_402
41.7822,41.7845,-87.616,-87.614,18,85,0.838751,0.675,0.222222,D_403
41.7822,41.7845,-87.614,-87.612,4,90,0.863159,0.76,0.192982,D_404
41.7822,41.7845,-87.61,-87.608,10,90,0.83654,0.695652,0.3,D_405
41.7822,41.7845,-87.608,-87.606,6,80,0.865822,0.814815,0.159091,D_406
41.7822,41.7845,-87.606,-87.604,6,95,0.849435,0.764706,0.117647,D_407
41.7845,41.7867,-87.704,-87.702,16,100,0.835439,0.846154,0.191176,D_408
41.7845,41.7867,-87.694,-87.692,4,90,0.792323,0.647059,0.235294,D_409
41.7012,41.7035,-87.624,-87.622,4,100,0.856529,0.666667,0.306667,D_41
41.7845,41.7867,-87.69,-87.688,10,80,0.825352,0.769231,0.177778,D_410
41.7845,41.7867,-87.688,-87.686,14,80,0.903335,0.933333,0.128571,D_411
41.7845,41.7867,-87.666,-87.664,20,80,0.911626,0.888889,0.0384615,D_412
41.7845,41.7867,-87.656,-87.654,18,100,0.860853,0.833333,0.169811,D_413
41.7845,41.7867,-87.65,-87.648,18,95,0.841305,0.666667,0.283019,D_414
41.7845,41.7867,-87.624,-87.622,12,80,0.865071,0.789474,0.166667,D_415
41.7845,41.7867,-87.622,-87.62,12,90,0.806602,0.5,0.254902,D_416
41.7845,41.7867,-87.616,-87.614,14,90,0.852034,0.714286,0.217391,D_417
41.7845,41.7867,-87.614,-87.612,4,100,0.736625,0.357143,0.333333,D_418
41.7845,41.7867,-87.608,-87.606,4,80,0.847228,0.529412,0.257576,D_419
41.7012,41.7035,-87.564,-87.562,6,100,0.806418,0.535714,0.22449,D_42
41.7867,41.789,-87.742,-87.74,20,85,0.855712,0.703704,0.234043,D_420
41.7867,41.789,-87.65,-87.648,4,80,0.788182,0.473684,0.305085,D_421
41.7867,41.789,-87.646,-87.644,4,80,0.904643,0.869565,0.148148,D_422
41.7867,41.789,-87.626,-87.624,6,80,0.863996,0.777778,0.180723,D_423
41.7867,41.789,-87.624,-87.622,12,80,0.903991,0.848485,0.153846,D_424
41.789,41.7912,-87.69,-87.688,20,85,0.828974,0.636364,0.230769,D_425
41.789,41.7912,-87.672,-87.67,16,85,0.808666,0.631579,0.296875,D_426
41.789,41.7912,-87.664,-87.662,8,80,0.89505,0.826087,0.145455,D_427
41.789,41.7912,-87.654,-87.652,4,85,0.861148,0.736842,0.241935,D_428
41.789,41.7912,-87.638,-87.636,10,80,0.94623,1,0.0721649,D_429
41.7035,41.7057,-87.624,-87.622,4,95,0.781421,0.545455,0.388889,D_43
41.789,41.7912,-87.624,-87.622,6,80,0.800456,0.62963,0.428571,D_430
41.789,41.7912,-87.622,-87.62,14,100,0.860992,0.785714,0.185714,D_431
41.789,41.7912,-87.618,-87.616,20,80,0.880962,0.869565,0.0877193,D_432
41.7912,41.7935,-87.676,-87.674,10,100,0.844165,0.666667,0.257576,D_433
41.7912,41.7935,-87.672,-87.67,6,85,0.862694,0.76,0.181818,D_434
41.7912,41.7935,-87.67,-87.668,16,90,0.796231,0.545455,0.233766,D_435
41.7912,41.7935,-87.666,-87.664,20,80,0.798079,0.461538,0.294118,D_436
41.7912,41.7935,-87.664,-87.662,6,95,0.917211,0.933333,0.137255,D_437
41.7912,41.7935,-87.662,-87.66,10,100,0.937464,0.954545,0.127273,D_438
41.7912,41.7935,-87.66,-87.658,8,80,0.84717,0.727273,0.219512,D_439
41.7035,41.7057,-87.602,-87.6,12,90,0.838994,0.714286,0.234375,D_44
41.7912,41.7935,-87.658,-87.656,20,80,0.811614,0.538462,0.266667,D_440
41.7912,41.7935,-87.654,-87.652,12,80,0.813104,0.666667,0.283333,D_441
41.7912,41.7935,-87.648,-87.646,8,90,0.876205,0.823529,0.190476,D_442
41.7912,41.7935,-87.644,-87.642,10,95,0.888739,0.772727,0.12069,D_443
41.7912,41.7935,-87.626,-87.624,12,100,0.829959,0.615385,0.282609,D_444
41.7935,41.7957,-87.676,-87.674,20,90,0.889282,0.807692,0.12963,D_445
41.7935,41.7957,-87.674,-87.672,14,95,0.837944,0.772727,0.163934,D_446
41.7935,41.7957,-87.666,-87.664,14,80,0.853088,0.722222,0.213115,D_447
41.7935,41.7957,-87.664,-87.662,10,100,0.851108,0.71875,0.204545,D_448
41.7935,41.7957,-87.662,-87.66,4,100,0.876849,0.884615,0.166667,D_449
41.7057,41.708,-87.654,-87.652,10,95,0.913534,0.941176,0.157143,D_45
41.7935,41.7957,-87.646,-87.644,4,95,0.803925,0.607143,0.276596,D_450
41.7935,41.7957,-87.644,-87.642,14,80,0.868346,0.777778,0.156863,D_451
41.7935,41.7957,-87.634,-87.632,20,90,0.828068,0.5625,0.215385,D_452
41.7935,41.7957,-87.632,-87.63,20,80,0.890333,0.884615,0.173077,D_453
41.7935,41.7957,-87.626,-87.624,20,80,0.862738,0.722222,0.2,D_454
41.7935,41.7957,-87.622,-87.62,4,80,0.838441,0.576923,0.276596,D_455
41.7935,41.7957,-87.62,-87.618,4,85,0.82822,0.689655,0.295455,D_456
41.7935,41.7957,-87.59,-87.588,4,100,0.881153,0.888889,0.16129,D_457
41.7957,41.798,-87.724,-87.722,6,95,0.882383,0.730769,0.211538,D_458
41.7957,41.798,-87.666,-87.664,4,85,0.858928,0.785714,0.149254,D_459
41.7057,41.708,-87.644,-87.642,16,95,0.871875,0.666667,0.237288,D_46
41.7957,41.798,-87.664,-87.662,16,80,0.823566,0.714286,0.274194,D_460
41.7957,41.798,-87.632,-87.63,14,90,0.837451,0.758621,0.195652,D_461
41.7957,41.798,-87.618,-87.616,20,100,0.839412,0.5625,0.238095,D_462
41.798,41.8002,-87.724,-87.722,12,85,0.860285,0.678571,0.230769,D_463
41.798,41.8002,-87.676,-87.674,4,85,0.825195,0.68,0.210526,D_464
41.798,41.8002,-87.666,-87.664,16,95,0.901874,0.869565,0.109091,D_465
41.798,41.8002,-87.618,-87.616,10,95,0.801699,0.611111,0.328125,D_466
41.798,41.8002,-87.59,-87.588,14,100,0.903459,0.9375,0.188406,D_467
41.798,41.8002,-87.586,-87.584,20,100,0.834707,0.611111,0.209677,D_468
41.8002,41.8025,-87.724,-87.722,12,95,0.826659,0.625,0.28,D_469
41.7057,41.708,-87.63,-87.628,16,95,0.826256,0.6875,0.25641,D_47
41.8002,41.8025,-87.704,-87.702,6,85,0.858984,0.772727,0.192982,D_470
41.8002,41.8025,-87.674,-87.672,10,90,0.766251,0.384615,0.347222,D_471
41.8002,41.8025,-87.67,-87.668,14,100,0.824379,0.681818,0.245614,D_472
41.8002,41.8025,-87.668,-87.666,6,100,0.81751,0.555556,0.323077,D_473
41.8002,41.8025,-87.666,-87.664,6,100,0.838782,0.769231,0.173913,D_474
41.8002,41.8025,-87.664,-87.662,12,90,0.869456,0.8,0.153846,D_475
41.8002,41.8025,-87.66,-87.658,18,90,0.824177,0.444444,0.225,D_476
41.8002,41.8025,-87.656,-87.654,8,95,1,1,0,D_477
41.8002,41.8025,-87.646,-87.644,4,95,0.868752,0.8,0.186667,D_478
41.8002,41.8025,-87.632,-87.63,6,90,0.857888,0.789474,0.131148,D_479
41.7057,41.708,-87.622,-87.62,6,90,0.809067,0.580645,0.314286,D_48
41.8002,41.8025,-87.624,-87.622,8,80,0.869184,0.818182,0.176471,D_480
41.8002,41.8025,-87.622,-87.62,4,100,0.845255,0.708333,0.351852,D_481
41.8002,41.8025,-87.62,-87.618,8,100,0.875102,0.863636,0.155172,D_482
41.8002,41.8025,-87.618,-87.616,14,100,0.801951,0.653846,0.238095,D_483
